A C No.,Constituency Name,Category,Winner,Gender,Party,Votes,Runner Up,Gender,Party,Votes,Margin
329,Khadda,GEN,Vijay Kumar Dubey,M,INC,37260,N.P. Kushwaha,M,SP,35115,2145
243,Khaga,(SC),Krishna Paswan,F,BJP,59234,Murli Dhar,M,BSP,40312,18922
71,Khair,(SC),Bhagwati Prasad,M,RLD,93470,Rajrani,F,BSP,54696,38774
325,Khajani,(SC),Sant Prasad,M,BJP,57920,Ram Samujh,M,BSP,48484,9436
313,Khalilabad,GEN,Dr. Moh. Ayub,M,PECP,55841,Mashhoor Alam,M,BSP,50449,5392
15,Khatauli,GEN,Kartar Singh Bhadana,M,RLD,46722,Tara Chand Shastri,M,BSP,40847,5875
92,Kheragarh,GEN,Bhagvan Singh Kushwaha,M,BSP,69533,Rani Pakshalika Singh,F,SP,62427,7106
70,Khurja,(SC),Banshi Singh Pahadiya,M,INC,98913,Horam Singh,M,BSP,61609,37304
215,Kidwai Nagar,GEN,Ajay Kapoor,M,INC,63400,Vivek Sheel Shukla(Beenu Shukla),M,BJP,61373,2027
109,Kishni,(SC),Eng. Brajesh Katheriya,M,SP,77113,Km. Sandhya,F,BSP,42063,35050
46,Kithore,GEN,Shahid Manzoor,M,SP,73015,Lakhi Ram Naga,M,BSP,61909,11106
75,Koil,GEN,Zameer Ullah Khan,M,SP,44847,Vivek Bansal,M,INC,44248,599
265,Koraon,(SC),Rajbali Jaisal,M,BSP,44755,Ramkripal,M,CPM,36982,7773
246,Kunda,GEN,Raghuraj Pratap Singh,M,IND,111392,Shiv Prakash Mishra Senani,M,BSP,23137,88255
29,Kundarki,GEN,Mohammad Rizwan,M,SP,81302,Ramveer Singh,M,BJP,64101,17201
266,Kursi,GEN,Fareed Mahfooj Kidwai,M,SP,80183,Kumari Meeta Gautam,F,BSP,56246,23937
333,Kushinagar,GEN,Bramhashankar Tripathi,M,SP,66489,Jawed Iqbal,M,BSP,42801,23688
148,Laharpur,GEN,Mo. Jasmir Ansari,M,BSP,71860,Anil Kumar Verma,M,INC,54188,17672
142,Lakhimpur,GEN,Utkarsh Verma Madhur,M,SP,82713,Gyan Prakash Bajpai,M,BSP,44720,37993
351,Lalganj,(SC),Bechai,M,SP,64746,Hira Lal Gautam,M,BSP,53734,11012
226,Lalitpur,GEN,Ramesh Prasad Kushwaha,M,BSP,79797,Chandra Bhusan Singh Bundela (Guddu Raja),M,SP,68474,11323
190,Lambhua,GEN,Santosh Pandey,M,SP,74352,Vinod Singh,M,BSP,56980,17372
53,Loni,GEN,Zakir Ali,M,BSP,89603,Madan Bhaiya,M,RLD,64355,25248
175,Lucknow Cantt,GEN,Prof. Rita Bahuguna Joshi,F,INC,63052,Suresh Chandra Tiwari,M,BJP,41299,21753
174,Lucknow Central,GEN,Ravidas Mehrotra,M,SP,62622,Vidya Sagar Gupta,M,BJP,39890,22732
173,Lucknow East,GEN,Kalraj Mishra,M,BJP,68726,Juhie Singh,F,SP,47908,20818
172,Lucknow North,GEN,Abhishek Mishra,M,SP,47580,Dr. Neeraj Bora,M,INC,45361,2219
171,Lucknow West,GEN,Mohd Rehan,M,SP,49912,Suresh Kumar Shrivastav,M,BJP,42100,7812
369,Machhlishahr,(SC),Jagdish Sonkar,M,SP,82484,Rampher Gautam,M,BSP,58059,24425
219,Madhogarh,GEN,Santram,M,BSP,71671,Keshvendra Singh,M,SP,50319,21352
353,Madhuban,GEN,Umesh Pandey,M,BSP,51572,Rajendra Mishra,M,SP,50216,1356
311,Mahadewa,(SC),Ram Karan Arya,M,SP,83202,Doodhram,M,BSP,63943,19259
318,Maharajganj,(SC),Sudama,M,SP,84581,Nirmesh Mangal,M,BSP,48426,36155
217,Maharajpur,GEN,Satish Mahana,M,BJP,83144,Saroj Kureel,F,BSP,49969,33175
285,Mahasi,GEN,Krishna Kumar Ojha,M,BSP,40546,Sureshwar Singh,M,BJP,38057,2489
151,Mahmoodabad,GEN,Narendra Singh Verma,M,SP,86580,Ahmad Anshari,M,BSP,66991,19589
230,Mahoba,GEN,Rajnarain Alias Rajju,M,BSP,43963,Siddhgopal Sahu,M,SP,43609,354
145,Maholi,GEN,Anoop Kumar Gupta,M,SP,87160,Mahesh Chandra Mishra,M,BSP,64445,22715
107,Mainpuri,GEN,Rajkumar Alias Raju Yadav,M,SP,54990,Rama Shakya,F,BSP,40781,14209
397,Majhawan,GEN,Ramesh Chand,M,BSP,83870,Rajendra Prasad,M,SP,74141,9729
367,Malhani,GEN,Paras Nath Yadaw,M,SP,81602,Dr.Jagriti Singh,F,IND,50100,31502
168,Malihabad,(SC),Indal Kumar,M,SP,62782,Kaushal Kishore,M,RCP,60567,2215
237,Manikpur,GEN,Chandrabhan Singh Patel,M,BSP,43818,Shyamacharan Gupta,M,SP,40121,3697
252,Manjhanpur,(SC),Indrajeet Saroj,M,BSP,91000,Shiv Mohan Chaudhary,M,SP,86818,4182
300,Mankapur,(SC),Babulal,M,SP,78311,Ramesh Chandra,M,BSP,51141,27170
82,Mant,GEN,S.S.S.P.(Mantri),M,AITC,67457,Y. Chaudhary,M,RLD,60853,6604
105,Marhara,GEN,Amit Gaurav,M,SP,61827,Virendra,M,JaKP,39571,22256
399,Marihan,GEN,Laliteshpati Tripathi,M,INC,63492,Satyendra Kumar Patel,M,SP,54969,8523
370,Mariyahu,GEN,Shraddha Yadav,F,SP,55745,Savitri Patel,F,BSP,43268,12477
284,Matera,GEN,Yasar Shah,M,SP,41944,Ali Akbar,M,INC,39143,2801
84,Mathura,GEN,Pradeep Mathur,M,INC,54498,Devendra Kumar Sharma,M,BJP,53997,501
356,Mau,GEN,Mukhtar Ansari,M,QED,70210,Bheem Rajbhar,M,BSP,64306,5904
224,Mauranipur,(SC),Dr. Rashmi Arya,F,SP,67785,Rajendra Rahul Ahirwar,M,BSP,61137,6648
16,Meerapur,GEN,Jamil Ahmad Qasmi,M,BSP,56802,Mithlesh Pal,F,RLD,44069,12733
119,Meerganj,GEN,Sultan Baig,M,BSP,57446,Dr.D.C Verma,M,BJP,49525,7921
48,Meerut,GEN,Dr. Laxmikant Bajpai,M,BJP,68154,Rafeeq Ansari,M,SP,61876,6278
47,Meerut Cantt.,GEN,Satya Prakash Agarwal ( Kailash Dairy Wale),M,BJP,70820,Sunil Kumar Wadhwa,M,BSP,67207,3613
49,Meerut South,GEN,Ravindra Bhadana,M,BJP,71584,Haji Rashid Akhlaq,M,BSP,61800,9784
352,Mehnagar,(SC),Brij Lal Sonkar,M,SP,60341,Vidya Chaudhary,F,BSP,49979,10362
295,Mehnaun,GEN,Nandita Shukla,F,SP,71667,Arshad Ali Khan,M,BSP,38623,33044
227,Mehroni,(SC),Feran Lal,M,BSP,70847,Manohar Lal,M,BJP,69110,1737
259,Meja,GEN,Girish Chandra Alias Gama Pandey,M,SP,44823,Anand Kumar Alias Collector Pandey,M,BSP,44083,740
312,Menhdawal,GEN,Laxmikant,M,SP,56107,Anil Kumar,M,PECP,40030,16077
38,Milak,(SC),Vijay Singh,M,SP,56798,Chandra Pal Singh,M,INC,36635,20163
273,Milkipur,(SC),Audhesh Prasad,M,SP,73803,Pavan Kumar,M,BSP,39566,34237
396,Mirzapur,GEN,Kailash Nath Chaurasiya,M,SP,69099,Rang Nath Mishra,M,BSP,46800,22299
153,Misrikh,(SC),Ram Pal Rajwanshi,M,SP,61346,Manish Kumar Rawat,M,BSP,59824,1522
57,Modinagar,GEN,Sudesh Sharma,M,RLD,58635,Rajpal Singh,M,BSP,44686,13949
378,Mohammadabad,GEN,Sibgatulla Ansari,M,QED,66922,Rajesh Rai,M,SP,59589,7333
144,Mohammadi,GEN,Awasthi Bala Prasad,M,BSP,57737,Imran Ahamad,M,SP,46393,11344
164,Mohan,(SC),Radhey Lal Rawat,M,BSP,48021,Mast Ram,M,BJP,38852,9169
176,Mohanlalganj,(SC),Chandra Rawat,F,SP,69488,Ajey Pushpa Rawat,F,BSP,45971,23517
28,Moradabad Nagar,GEN,Mohammad Yusuf Ansari,M,SP,88341,Ritesh Kumar Gupta,M,BJP,68103,20238
27,Moradabad Rural,GEN,Shameemul Haq,M,SP,72213,Suresh Chandra Saini,M,BJP,49477,22736
346,Mubarakpur,GEN,Shah Alam Urfa Guddu Jamali,M,BSP,50128,Akhilesh Yadav,M,SP,41562,8566
380,Mughalsarai,GEN,Babban,M,BSP,59083,Babulal,M,SP,43643,15440
355,Muhammadabad Gohna,(SC),Baijnath,M,SP,52691,Rajendra,M,BSP,49552,3139
368,Mungra Badshahpur,GEN,Seema,F,BJP,50065,Ramesh,M,BSP,44004,6061
54,Muradnagar,GEN,Wahab,M,BSP,57103,Rajpal Tyagi,M,SP,53481,3622
14,Muzaffarnagar,GEN,Chitranjan Swaroop,M,SP,59169,Ashok Kansal,M,BJP,44167,15002
18,Nagina,(SC),Manoj Kumar Paras,M,SP,83997,Omwati Devi,F,BSP,57451,26546
17,Najibabad,GEN,Tasleem,M,BSP,62713,Rajeev Kumar Agarwal,M,BJP,51130,11583
2,Nakur,GEN,Dr. Dharam Singh Saini,M,BSP,89187,Imran Masood,M,INC,84623,4564
283,Nanpara,GEN,Madhuri Verma,F,INC,46987,Waris Ali,M,BSP,42665,4322
234,Naraini,(SC),Gayacharan Dinkar,M,BSP,52195,Bharatlal Diwakar,M,SP,47438,4757
40,Naugawan Sadat,GEN,Ashfaq Ali Khan,M,SP,55626,Rahul Kumar,M,BSP,51964,3662
316,Nautanwa,GEN,Kaushal Kishor,M,INC,76584,Aman Mani Tripathi,M,SP,68747,7837
121,Nawabganj,GEN,Bhagwat Saran Gangwar,M,SP,67022,Usha Gangwar,F,BSP,49303,17719
21,Nehtaur,(SC),Om Kumar,M,BSP,51389,Raj Kumar,M,SP,31991,19398
138,Nighasan,GEN,Ajay,M,BJP,75005,R A Usmani,M,SP,43966,31039
348,Nizamabad,GEN,Alambadi,M,SP,63894,Kalamuddin Khan,M,BSP,40051,23843
61,Noida,GEN,Mahesh Kumar Sharma,M,BJP,77319,Omdutt Sharma,M,BSP,49643,27676
24,Noorpur,GEN,Lokendra Singh,M,BJP,47566,Mohd.Usmaan,M,BSP,42093,5473
402,Obra,GEN,Sunil Kumar,M,BSP,31513,Devendra Prasad Shastri,M,BJP,24453,7060
221,Orai,(SC),Dayashankar,M,SP,67298,Satyendra Pratap,M,BSP,60165,7133
330,Padrauna,GEN,Swami Prasad Maurya,M,BSP,42184,Rajesh Kumar Jaiswal,M,INC,34022,8162
137,Palia,GEN,Harvindar Kumar Sahani Alias Romi Sahani,M,BSP,55460,Krishna Gopal Patel,M,SP,49541,5919
319,Paniyara,GEN,Deo Narayan Urf G.M. Singh,M,BSP,56114,Gyanendra,M,BJP,52031,4083
338,Pathardeva,GEN,Shakir Ali,M,SP,59905,Surya Pratap Shahi,M,BJP,55351,4554
102,Patiyali,GEN,Najeeva Khan Zeenat,F,SP,62493,Suraj Singh Shakya,M,BSP,34718,27775
249,Patti,GEN,Ram Singh,M,SP,61434,Rajendra Pratap Singh Urf Moti Singh,M,BJP,61278,156
287,Payagpur,GEN,Mukesh Srivastva Alias Gyanendra Pratap,M,INC,65176,Ajit Pratap Singh,M,BSP,38130,27046
254,Phaphamau,GEN,Ansar Ahmad,M,SP,51950,Guru Prasad Maurya,M,BSP,46654,5296
315,Pharenda,GEN,Bajrang Bahadur Singh,M,BJP,47921,Virendra Chaudhary,M,INC,34586,13335
360,Phephana,GEN,Upendra Tiwari,M,BJP,51151,Ambika Choudhary,M,SP,43764,7387
349,Phoolpur Pawai,GEN,Shyam Bahadur Singh Yadav,M,SP,47172,Abul Kais Azami,M,BSP,46307,865
256,Phulpur,GEN,Sayeed Ahamad,M,SP,72898,Praveen Patel,M,BSP,64998,7900
127,Pilibhit,GEN,Riaz Ahmad,M,SP,61578,Sanjay Singh Gangwar,M,BSP,57343,4235
384,Pindra,GEN,Ajay,M,INC,52863,Jai Prakash,M,BSP,43645,9218
321,Pipraich,GEN,Rajmati,F,SP,86976,Jitendra,M,BSP,51341,35635
134,Powayan,(SC),Sakuntla Devi,F,SP,59871,Arun Kumar Sagar,M,BSP,50973,8898
248,Pratapgarh,GEN,Nagendra Singh (Munna Yadav),M,SP,43754,Sanjay,M,BSP,36244,7510
257,Pratappur,GEN,Vijma Yadav,F,SP,62582,Mohd.Mujtaba Siddiqi,M,BSP,49774,12808
129,Puranpur,(SC),Peetam Ram,M,SP,73847,Babu Ram,M,BJP,43009,30838
13,Purqazi,(SC),Anil Kumar,M,BSP,53491,Deepak Kumar,M,INC,44583,8908
167,Purwa,GEN,Uday Raj,M,SP,85073,Narendra Singh Lodhi,M,BSP,57172,27901
180,Rae Bareli,GEN,Akhilesh Kumar Singh,M,PECP,75588,Ram Pratap Yadav,M,SP,46094,29494
335,Ramkola,(SC),Purnmasi Dehati,M,SP,50861,Deep Lal Bharti,M,BJP,32295,18566
267,Ramnagar,GEN,Arvind Kumar Singh,M,SP,77428,Amresh Kumar,M,BSP,45204,32224
37,Rampur,GEN,Mohammad Azam Khan,M,SP,95772,Dr. Tanveer Ahmad Khan,M,INC,32503,63269
339,Rampur Karkhana,GEN,Choudhari Fasiha Bashir Alias Gajala Lari,F,SP,51834,Girijesh Shahi Alias Guddu Shahi,M,IND,44687,7147
244,Rampur Khas,GEN,Pramod Kumar,M,INC,74545,Hiramani Patel,M,BSP,43011,31534
6,Rampur Maniharan,(SC),Ravinder Kumar Molhu,M,BSP,77274,Vinod Kumar Tejyan,M,INC,50668,26606
250,Raniganj,GEN,Pro. Shivakant Ojha,M,SP,63076,Mansha Ahmad,M,BSP,50472,12604
358,Rasara,GEN,Umashankar,M,BSP,84436,Sanatan,M,SP,31611,52825
205,Rasulabad,(SC),Shiv Kumar Beria,M,SP,66940,Nirmala Sankhawar,F,BSP,50105,16835
229,Rath,(SC),Gayadeen Anuragi,M,INC,91295,Ambesh Kumari,F,SP,55158,36137
401,Robertsganj,GEN,Avinash,M,SP,47139,Ramesh Singh,M,BSP,41798,5341
387,Rohaniya,GEN,Anupriya Patel,F,AD,57812,Ramakant Singh,M,BSP,40229,17583
271,Rudauli,GEN,Ram Chandra Yadav,M,BJP,61173,Abbas Ali Zaidi Alias (Rushdi Miyan),M,SP,60232,941
309,Rudhauli,GEN,Sanjay Pratap Jaiswal,M,INC,55950,Rajendra Prasad Chaudhary,M,BSP,50107,5843
336,Rudrapur,GEN,Akhilesh Pratap Singh,M,INC,40783,Mukti Nath Yadav,M,SP,33356,7427
79,Sadabad,GEN,Devendra Agrawal,M,SP,63741,Satendra Sharma,M,BSP,58554,5187
189,Sadar,GEN,Arun Kumar,M,SP,71939,Raj Prasad,M,BSP,51032,20907
163,Safipur,(SC),Sudhir Kumar,M,SP,72869,Ram Baran,M,BSP,63815,9054
345,Sagri,GEN,Abhay Narayan,M,SP,56114,Santosh Kumar Singh(Teepoo),M,BSP,46863,9251
324,Sahajanwa,GEN,Rajendra,M,BSP,52949,Aswani,M,BJP,40258,12691
4,Saharanpur,GEN,Jagpal,M,BSP,80670,Ch. Abdul Wahid,M,INC,63557,17113
3,Saharanpur Nagar,GEN,Raghav Lakhanpal,M,BJP,85170,Saleem Ahmed,M,INC,72544,12626
113,Sahaswan,GEN,Omkar Singh,M,SP,72946,Mir Hadi Ali Alias Babar Mian,M,BSP,65919,7027
55,Sahibabad,GEN,Amarpal,M,BSP,124332,Sunil Kumar Sharma,M,BJP,99984,24348
374,Saidpur,(SC),Subhash,M,SP,90624,America,M,BSP,48655,41969
382,Saiyadraja,GEN,Manoj Kumar,M,IND,51499,Brijesh Singh Urf Arun Kumar Singh,M,PMSP,49483,2016
381,Sakaldiha,GEN,Sushil Singh,M,IND,66509,Prabhunarayan Yadav,M,SP,59661,6848
341,Salempur,(SC),Manbodh,M,SP,47884,Vijaylaxmi,F,BJP,31726,16158
181,Salon,(SC),Ashakishore,F,SP,69020,Shiv Balak Pasi,M,INC,48443,20577
33,Sambhal,GEN,Iqbal Mehmood,M,SP,79820,Rajesh Singhal,M,BJP,49773,30047
158,Sandi,(SC),Rajeshwari,F,SP,66325,Virendra Kumar,M,BSP,59675,6650
161,Sandila,GEN,Kunwar Mahabir Singh,M,SP,84644,Abdul Mannan,M,BSP,65510,19134
44,Sardhana,GEN,Sangeet Singh Som,M,BJP,62438,Hazi Mohammad Yaqub,M,RLD,50164,12274
182,Sareni,GEN,Devendra Pratap Singh,M,SP,61666,Sushil Kumar,M,BSP,48747,12919
170,Sarojini Nagar,GEN,Sharda Pratap Shukla,M,SP,67601,Shiv Shanker Singh (Shankari),M,BSP,59236,8365
154,Sawaijpur,GEN,Rajani Tiwari,F,BSP,49099,Padamarag Singh Yadav,M,JaKP,44580,4519
391,Sevapuri,GEN,Surendra Singh Patel,M,SP,56849,Neel Ratan Patel 'Neelu',M,AD,36942,19907
150,Sevata,GEN,Mahendra Kumar Singh,M,SP,49510,Ammar Rizvi,M,INC,47063,2447
155,Shahabad,GEN,Babu Khan,M,SP,89947,Asif Khan,M,BSP,78813,11134
365,Shahganj,GEN,Shailendra Yadav 'Lalaee',M,SP,74486,Dharmraj Nishad,M,BSP,64263,10223
135,Shahjahanpur,GEN,Suresh Kumar Khanna,M,BJP,81581,Tanveer Khan,M,SP,65403,16178
10,Shamli,GEN,Pankaj Kumar Malik,M,INC,53947,Virendra Singh,M,SP,50206,3741
116,Shekhupur,GEN,Ashish Yadav,M,SP,68533,Bhagvan Singh Shakya,M,INC,60281,8252
69,Shikarpur,GEN,Mukesh Sharma,M,SP,64498,Anil Kumar,M,BSP,56095,8403
98,Shikohabad,GEN,Om Prakash Verma,M,SP,98682,Dr.Mukesh Verma,M,BSP,54688,43994
386,Shivpur,GEN,Uday Lal Maurya,M,BSP,48716,Dr.Piyush Yadav,M,SP,36084,12632
302,Shohratgarh,GEN,Lalmunni Singh,F,SP,50935,Mumtaj Ahmad,M,BSP,33423,17512
290,Shrawasti,GEN,Muhammad Ramjan,M,SP,67551,Vinod Tripathi,M,BSP,56346,11205
66,Siana,GEN,Dilnawaz Khan,M,INC,53887,Devendera Bhardwaj,M,BSP,52223,1664
152,Sidhauli,(SC),Manish Rawat,M,SP,73714,Dr. Hargovind Bhargav,M,BSP,67083,6631
359,Sikanderpur,GEN,Jiauddin Rijvi,M,SP,58266,Chandrabhushan Rajbhar,M,BSP,29735,28531
207,Sikandra,GEN,Indrapal Singh,M,BSP,54482,Devendra Singh Bhole,M,BJP,52293,2189
80,Sikandra Rao,GEN,Ramveer Upadhyay,M,BSP,94471,Yashpal Singh Chauhan,M,SP,93408,1063
64,Sikandrabad,GEN,Bimla Singh Solanki,F,BJP,45799,Saleem Akhtar Khan,M,BSP,45676,123
251,Sirathu,GEN,Keshav Prasad,M,BJP,57926,Anand Mohan,M,BSP,48063,9863
99,Sirsaganj,GEN,Hariom,M,SP,85517,E. Atul Pratap Singh,M,BSP,45502,40015
213,Sishamau,GEN,Haji Irfan Solanki,M,SP,56496,Hanuman Swarup Mishra,M,BJP,36833,19663
317,Siswa,GEN,Shivendra Singh Alias Shiv Babu,M,SP,54591,Dr. Ramapati Ram Tripathi,M,BJP,37749,16842
146,Sitapur,GEN,Radheyshyam Jaiswal,M,SP,58370,Ayub Khan,M,BSP,48072,10298
43,Siwalkhas,GEN,Ghulam Mohammed,M,SP,58852,Yashvir Singh,M,RLD,55265,3587
255,Soraon,(SC),Satyaveer Munna,M,SP,61153,Babu Lal (Bhawara),M,BSP,47852,13301
140,Srinagar,(SC),Ramsaran,M,SP,69776,Sripal Bhargva,M,BSP,37898,31878
34,Suar,GEN,Nawab Kazim Ali Khan Urf Naved Mian,M,INC,55469,Laxmi Saini,F,BJP,41754,13715
188,Sultanpur,GEN,Anoop Sanda,M,SP,57811,Mohd. Tahir Khan,M,BSP,50999,6812
331,Tamkuhi Raj,GEN,Ajay Kumar Lalloo,M,INC,53121,Nand Kishor Mishra,M,BJP,47261,5860
278,Tanda,GEN,Azimulhaque Pahlwan,M,SP,83249,Ajay Kumar Alias Vishal Verma,M,BSP,55728,27521
299,Tarabganj,GEN,Awadhesh Kumar Singh Alias Manju Singh,M,SP,52395,Ram Bhajan Chaube,M,BSP,47215,5180
26,Thakurdwara,GEN,Kunwar Servesh Kumar,M,BJP,84530,Vijay Kumar,M,MD,46556,37974
9,Thana Bhawan,GEN,Suresh Kumar,M,BJP,53719,Ashraf Ali Khan,M,RLD,53454,265
133,Tilhar,GEN,Roshan Lal Verma,M,BSP,71122,Anwar Ali Urf Zaki Ur Rahman,M,SP,60415,10707
178,Tiloi,GEN,Dr. Mohd. Muslim,M,INC,61249,Mayankeshwar Sharan Singh,M,SP,58539,2710
232,Tindwari,GEN,Daljeet Singh,M,INC,61184,Bishambhar Prasad,M,SP,46169,15015
197,Tirwa,GEN,Vyjai Bahadur Pal,M,SP,78391,Kailash Singh Rajput,M,BSP,45899,32492
291,Tulsipur,GEN,Abdul Mashhood Khan,M,SP,67105,Salman Zaheer,M,BSP,33395,33710
95,Tundla,(SC),Rakesh Babu,M,BSP,67949,Akhlesh Kumar,M,SP,60003,7946
183,Unchahar,GEN,Manoj Kumar Pandey,M,SP,61930,Utkrist Maurya,M,BSP,59348,2582
165,Unnao,GEN,Deepak Kumar,M,SP,61695,Pankaj Gupta,M,BJP,51550,10145
293,Utraula,GEN,Arif Anwar Hashmi,M,SP,40447,Dhirendra Pratap Singh,M,BSP,39442,1005
390,Varanasi Cantt.,GEN,Jyotsana Srivastava,F,BJP,57918,Anil Srivastwa,M,INC,45066,12852
388,Varanasi North,GEN,Ravindra Jaiswal,M,BJP,47980,Sujit Kumar Maurya,M,BSP,45644,2336
389,Varanasi South,GEN,Shyamdev Roy Chaudhari (Dada),M,BJP,57868,Dr. Dayashankar Mishra (Dayalu),M,INC,44046,13822
371,Zafrabad,GEN,Sachindra Nath Tripathi,M,SP,59419,Jagdish Narayan,M,BSP,54002,5417
377,Zahoorabad,GEN,Syeda Shadab Fatima,F,SP,67012,Kalicharan,M,BSP,56534,10478
269,Zaidpur,(SC),Ramgopal,M,SP,76869,Ved Prakash Rawat,M,BSP,53828,23041
379,Zamania,GEN,Omprakash,M,SP,83407,Umashanker Kushwaha,M,BSP,53967,29440
